Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Rated Power (kW),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture
Private Car,BYD,BYD SEAL,Electric,-,145,SALOON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,VOLVO,EX30 ULTRA,Electric,-,75,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,GAC AION,AION Y PLUS,Electric,-,38,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,VELLFIRE 3.5 Z G,Petrol,3456,-,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2019
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,HONDA,STEPWGN,Petrol,1993,-,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2024
Private Car,SMART,#1 BRABUS,Electric,-,116,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,BYD,BYD SEAL,Electric,-,70,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,SUZUKI,SPACIA GEAR HYBRID XZ TURBO,Petrol,658,-,STATION WAGGON,C2,-,3,"<= 150,000",2024
Private Car,KG MOBILITY,TORRES EVX,Electric,-,65.8,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,BYD,BYD SEAL,Electric,-,70,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,VOXY,Petrol,1797,-,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL 3 PERFORMANCE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,190,SALOON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TOYOTA,VELLFIRE Z,Petrol,2393,-,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,B.M.W.,IX1 EDRIVE20 XLINE (U11),Electric,-,68,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,KIA,CARNIVAL PLATINUM,Petrol,3470,-,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2023
Private Car,SUBARU,CROSSTREK 2.0I-S EYESIGHT AWD CVT,Petrol,1995,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,ALPHARD,Petrol,2393,-,STATION WAGGON,A,-,6,"> 500,000",2024
Private Car,B.M.W.,IX2 XDRIVE30 M SPORT EDITION (U10),Electric,-,110,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,HONDA,SHUTTLE HYBRID X HONDA SENSING,Petrol,1496,-,STATION WAGGON,C2,-,4,"<= 150,000",2018
Private Car,VOLVO,EX30 ULTRA,Electric,-,75,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,HONDA,JAZZ,Petrol,1498,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,SUBARU,CROSSTREK 2.0I-S EYESIGHT AWD CVT,Petrol,1995,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,153,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,B.M.W.,IX1 EDRIVE20 M SPORT EDITION (U11),Electric,-,68,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,POLESTAR,POLESTAR 2 LONG RANGE SINGLE MOTOR,Electric,-,141,SALOON,A,-,4,"> 300,000 and <= 500,000",2023
Private Car,BYD,BYD DOLPHIN,Electric,-,35,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,SUBARU,CROSSTREK 2.0I-S EYESIGHT AWD CVT,Petrol,1995,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,HONDA,FREED MODULO X HONDA SENSING,Petrol,1496,-,STATION WAGGON,C2,-,5,"<= 150,000",2018
Private Car,BENTLEY,FLYING SPUR V8,Petrol,3996,-,SALOON,A,-,4,"> 500,000",2024
Private Car,GAC AION,AION Y PLUS,Electric,-,38,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,ALPHARD,Petrol,2493,-,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2022
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,PEUGEOT,E-2008 GT,Electric,-,62,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,VOXY HYBRID,Petrol,1797,-,STATION WAGGON,C2,-,6,"<= 150,000",2015
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,LEXUS,LBX,Petrol,1490,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,HONDA,SHUTTLE HYBRID X HONDA SENSING,Petrol,1496,-,STATION WAGGON,C2,-,4,"<= 150,000",2018
Private Car,B.M.W.,IX2 XDRIVE30 M SPORT EDITION (U10),Electric,-,110,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,BYD,BYD DOLPHIN,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,SMART,#1 BRABUS,Electric,-,116,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,AUDI,SQ7 QUATTRO,Petrol,3996,-,Station Waggon(Hvy),A,-,6,"> 500,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,VELLFIRE,Petrol,2393,-,STATION WAGGON,A,-,6,"> 500,000",2024
Private Car,HONDA,JADE HYBRID X,Petrol,1496,-,STATION WAGGON,C2,-,5,"<= 150,000",2015
Private Car,TOYOTA,VOXY HYBRID,Petrol,1797,-,STATION WAGGON,C2,-,6,"<= 150,000",2016
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,VELLFIRE 3.5,Petrol,3456,-,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2017
Private Car,BYD,BYD SEAL,Electric,-,70,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,MERCEDES BENZ,EQE SUV 350 4MATIC (X294),Electric,-,135,Station Waggon(Hvy),A,-,4,"> 500,000",2023
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,B.M.W.,IX1 EDRIVE20 XLINE (U11),Electric,-,68,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,MERCEDES BENZ,E200 AMG LINE (W214),Petrol,1999,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,DFSK,SERES 3,Electric,-,50,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2023
Private Car,POLESTAR,POLESTAR 2 LONG RANGE SINGLE MOTOR,Electric,-,141,SALOON,A,-,4,"> 300,000 and <= 500,000",2023
Private Car,TOYOTA,ALPHARD,Petrol,2487,-,STATION WAGGON,A,-,6,"> 500,000",2024
Private Car,PORSCHE,718 CAYMAN,Petrol,1988,-,SALOON,A,-,1,"> 500,000",2024
Private Car,TOYOTA,ALPHARD,Petrol,3456,-,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2021
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,B.M.W.,IX1 EDRIVE20 XLINE (U11),Electric,-,68,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,BYD,BYD SEAL,Electric,-,145,SALOON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TOYOTA,ALPHARD,Petrol,2494,-,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2024
Private Car,MERCEDES BENZ,CLE200 COUPE (C236),Petrol,1999,-,SALOON,A,-,3,"> 300,000 and <= 500,000",2023
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,VELLFIRE,Petrol,2393,-,STATION WAGGON,A,-,6,"> 500,000",2023
Private Car,B.M.W.,IX1 EDRIVE20 XLINE (U11),Electric,-,68,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TOYOTA,VOXY HYBRID,Petrol,1797,-,STATION WAGGON,C2,-,6,"<= 150,000",2014
Private Car,TOYOTA,PRIUS HYBRID,Petrol,1797,-,SALOON,C2,-,4,"<= 150,000",2016
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,HONDA,STEPWGN,Petrol,1993,-,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2024
Private Car,BYD,BYD SEAL,Electric,-,70,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,BYD,BYD DOLPHIN,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,ALPHARD,Petrol,2393,-,STATION WAGGON,A,-,6,"> 500,000",2024
Private Car,LEXUS,LX570,Petrol,5662,-,STATION WAGGON,C2,-,7,"> 300,000 and <= 500,000",2016
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,VOXY HYBRID,Petrol,1797,-,STATION WAGGON,C2,-,6,"<= 150,000",2017
Private Car,MAXUS,MIFA 9 LUXURY,Electric,-,90,Station Waggon(Hvy),A,-,6,"> 300,000 and <= 500,000",2024
Private Car,BYD,BYD SEAL,Electric,-,70,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,GAC AION,AION Y PLUS,Electric,-,38,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,SUBARU,CROSSTREK 2.0I-S EYESIGHT AWD CVT,Petrol,1995,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,SPADE,Petrol,1496,-,SALOON,C2,-,4,"<= 150,000",2015
Private Car,B.M.W.,IX1 EDRIVE20 XLINE (U11),Electric,-,68,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,BYD,BYD SEAL,Electric,-,145,SALOON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,M.G.,MG MAXUS 9 LUXURY,Electric,-,90,Station Waggon(Hvy),A,-,6,"> 300,000 and <= 500,000",2024
Private Car,TOYOTA,VOXY,Petrol,1797,-,STATION WAGGON,C2,-,6,"<= 150,000",2014
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL Y LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,153,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TOYOTA,COROLLA TOURING HYBRID,Petrol,1797,-,STATION WAGGON,C2,-,4,"<= 150,000",2020
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER XLINE (G05),Petrol,2998,-,Station Waggon(Hvy),A,-,6,"> 500,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,ALPHARD,Petrol,2493,-,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2023
Private Car,TOYOTA,PRIUS,Petrol,1797,-,SALOON,C2,-,4,"<= 150,000",2016
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,PORTE,Petrol,1496,-,SALOON,C2,-,4,"<= 150,000",2015
Private Car,HONDA,FIT RS,Petrol,1496,-,STATION WAGGON,C2,-,4,"<= 150,000",2011
Private Car,B.M.W.,IX1 EDRIVE20 XLINE (U11),Electric,-,68,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,MAZDA,CX-30 IPM4 2.0 ADVANCE,Petrol,1998,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,BYD,BYD SEAL,Electric,-,145,SALOON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,HONDA,STEPWGN,Petrol,1498,-,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,153,SALOON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,SUZUKI,HUSTLER 2WD CVT,Petrol,658,-,STATION WAGGON,A,-,3,"<= 150,000",2024
Private Car,VOLVO,XC40 P6 RECHARGE ULTIMATE,Electric,-,120,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,ALPHARD,Petrol,2487,-,STATION WAGGON,A,-,6,"> 500,000",2024
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,VOXY,Petrol,1797,-,STATION WAGGON,C2,-,6,"<= 150,000",2015
Private Car,TOYOTA,NOAH,Petrol,1987,-,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2024
Private Car,VOLVO,EX30 ULTRA,Electric,-,75,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,MERCEDES BENZ,E200 AMG LINE (W214),Petrol,1999,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,BYD,BYD SEAL,Electric,-,145,SALOON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,SMART,#1 PREMIUM,Electric,-,75,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,MERCEDES BENZ,CLE200 COUPE (C236),Petrol,1999,-,SALOON,A,-,3,"> 300,000 and <= 500,000",2023
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,BYD,BYD SEAL,Electric,-,70,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,B.M.W.,IX1 EDRIVE20 XLINE (U11),Electric,-,68,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,ASTON MARTIN,DB12,Petrol,3982,-,SALOON,A,-,3,"> 500,000",2024
Private Car,MITSUBISHI,LANCER EVOLUTION VIII GSR,Petrol,1997,-,SALOON,D,-,4,"> 150,000 and <= 300,000",2003
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,BYD,BYD SEAL,Electric,-,70,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,VOLVO,EX30 ULTRA,Electric,-,75,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TOYOTA,ALPHARD,Petrol,2487,-,STATION WAGGON,A,-,6,"> 500,000",2024
Private Car,B.M.W.,IX1 EDRIVE20 XLINE (U11),Electric,-,68,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,VELLFIRE,Petrol,2393,-,STATION WAGGON,A,-,6,"> 500,000",2024
Private Car,TESLA,MODEL Y LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,153,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TOYOTA,VELLFIRE,Petrol,2487,-,STATION WAGGON,A,-,6,"> 500,000",2024
Private Car,TOYOTA,NOAH,Petrol,1987,-,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2024
Private Car,HONDA,STEPWGN,Petrol,1993,-,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,B.M.W.,IX2 XDRIVE30 M SPORT EDITION (U10),Electric,-,110,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,SUBARU,SOLTERRA,Electric,-,59,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TOYOTA,COROLLA CROSS,Petrol,1987,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,VOLVO,C40 P6 RECHARGE ULTIMATE,Electric,-,120,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2023
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,ALPHARD,Petrol,3456,-,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2017
Private Car,BYD,BYD DOLPHIN,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,B.M.W.,520I (G60),Petrol,1998,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,VOXY HYBRID,Petrol,1797,-,STATION WAGGON,C2,-,6,"<= 150,000",2018
Private Car,HONDA,CIVIC TYPE R,Petrol,1996,-,STATION WAGGON,A,-,3,"> 300,000 and <= 500,000",2024
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,ALPHARD,Petrol,2494,-,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL 3 PERFORMANCE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,190,SALOON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,MERCEDES BENZ,GLC300 4MATIC (X254),Petrol,1999,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,POLESTAR,POLESTAR 2 LONG RANGE DUAL MOTOR,Electric,-,192,SALOON,A,-,4,"> 300,000 and <= 500,000",2023
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,SUBARU,IMPREZA WRX STI SPEC C,Petrol,1994,-,SALOON,C2,-,4,"<= 150,000",2004
Private Car,TOYOTA,ALPHARD,Petrol,2493,-,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2019
Private Car,SUBARU,SOLTERRA,Electric,-,59,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL 3 PERFORMANCE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,190,SALOON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,B.M.W.,IX1 EDRIVE20 XLINE (U11),Electric,-,68,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,ALPHARD,Petrol,3456,-,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2022
Private Car,TOYOTA,GR86,Petrol,2387,-,SALOON,C2,-,3,"> 150,000 and <= 300,000",2023
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,ALPHARD,Petrol,3456,-,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2017
Private Car,M.G.,MG ZS EV,Electric,-,73,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2023
Private Car,TOYOTA,ALPHARD,Petrol,2493,-,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,COROLLA CROSS,Petrol,1987,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,B.M.W.,IX1 EDRIVE20 M SPORT EDITION (U11),Electric,-,68,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,HONDA,E:N1,Electric,-,60,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2023
Private Car,TOYOTA,NOAH,Petrol,1987,-,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,ALPHARD,Petrol,2494,-,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2024
Private Car,MERCEDES BENZ,GLS450 4MATIC (X167),Petrol,2999,-,Station Waggon(Hvy),A,-,6,"> 500,000",2023
Private Car,GAC AION,AION Y PLUS,Electric,-,38,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,BYD,BYD DOLPHIN,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,BYD,BYD SEAL,Electric,-,70,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,VOLVO,EX30 ULTRA,Electric,-,75,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,TOYOTA,BZ4X,Electric,-,73,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,HONDA,JAZZ,Petrol,1498,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,VOXY,Petrol,1797,-,STATION WAGGON,C2,-,6,"<= 150,000",2016
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TESLA,MODEL 3 RWD,Electric,-,88,SALOON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,HONDA,STEPWGN,Petrol,1993,-,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2024
Private Car,PEUGEOT,E-2008 GT,Electric,-,62,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,B.M.W.,IX1 EDRIVE20 XLINE (U11),Electric,-,68,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,B.M.W.,M3 COMPETITION M XDRIVE TOURING (G81),Petrol,2993,-,STATION WAGGON,A,-,4,"> 500,000",2024
Private Car,TOYOTA,LAND CRUISER PRADO,Petrol,2693,-,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2022
Private Car,SUBARU,SOLTERRA,Electric,-,59,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,M.G.,MG ZS EV,Electric,-,73,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,TOYOTA,COROLLA TOURING HYBRID WXB,Petrol,1797,-,STATION WAGGON,C2,-,4,"<= 150,000",2021
Private Car,TESLA,MODEL Y RWD,Electric,-,88,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,BYD,BYD SEAL,Electric,-,145,SALOON,A,-,4,"> 300,000 and <= 500,000",2024
Private Car,BYD,ATTO 3,Electric,-,65,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,MAZDA,CX-5 IPM7 2.0 I-PLUS,Petrol,1998,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2024
Private Car,HONDA,CIVIC TYPE R,Petrol,1996,-,STATION WAGGON,A,-,3,"> 300,000 and <= 500,000",2024
